fsd_no;fsd_vr;fsd_id;t1;t2;t3;t4;t5;t6;t7;t8;t9a;t9b;t9c;t9d;t10;t11;t12;t13;t14;l1;l2;l3;l4;l5;l6;l7;l8;l9;l10;l11;l12;l13;l14;l15;l16;l17;k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12;k13;k14;k15;k16;k17;k18;k19;k20;k21;k22;k23;k24;k25;k26;k27;k28;k29;k30;k31;k32;k33;k34;k35;k36;k37;k38;k39;k40;k41;k42;k43;k44;k45;k46;k47;k48;k49;k50;k51;k52;k53;k54;k55;k56;k57;k58;k59;k60;k61;k62;k63;k64;k65;k66;k67;k68;k69;k70;k71;k72;k73;k74;k75;k76;k77;k78;k79;k80;k82;k83;k84;k85;k86;k87;k88;k89;k90;k91;k92;k93;k94;k95;k96;k97;k98;k99;k100;k101;k102;ktu1;ktu2_1;ktu2_2;ktu2_3;ktu3;ktu4;koulu1;koulu2;koulu3;koulu4;koulu5_1;koulu5_2;koulu5_3;koulu5_4;koulu5_5;koulu6_1;koulu6_2;koulu6_3;koulu6_4;koulu6_5;koulu7_1;koulu7_2;koulu7_3;koulu7_4;koulu7_5;koulu7_6;koulu7_7;koulu7_8;koulu7_9;koulu8;koulu9;koulu10;koulu11;koulu12;koulu13;koulu14;koulu15;koulu16;koulu17;koulu18;koulu19;koulu20;koulu21;koulu22;koulu23;koulu24;koulu25;koulu26;koulu27;koulu28;ktu12_1;ktu12_2;ktu13;ktu14;ktu15;ktu16a;ktu16b;ktu16c;ktu16d;ktu16e;ktu16f;ktu16g;ktu16h;ktu16i;ktu16j;ktu16k;ktu17_1;ktu17_2;ktu18_1;ktu18_2;ktu19;ktu20;ktu21;ktu22;ktu23;ktu24;ktu25;ktu26;ktu27;ktu28;ktu29;ktu2829;ktu30;ktu31a_1;ktu31a_2;ktu31a_3;ktu31a_4;ktu31a_5;ktu31a_6;ktu31a_7;ktu31a_8;ktu31a_9;ktu31a10;ktu31a11;ktu31a12;ktu31a13;ktu31a14;ktu31a15;ktu31a16;ktu31a17;ktu31a18;ktu31a19;ktu31a20;ktu31a21;ktu31a22;ktu31a23;ktu31a24;ktu31a25;ktu31a26;ktu31a27;ktu31a28;ktu31a29;ktu31b_1;ktu31b_2;ktu31b_3;ktu31b_4;ktu31b_5;ktu31b_6;ktu31b_7;ktu31b_8;ktu31b_9;ktu31b10;ktu31b11;ktu32;ktu33_1;ktu33_2;ktu34_1;ktu34_2;ktu35;ktu36;ktu37;ktu37_6;ktu37_45;ktu38_1;ktu38_2;ktu39;ktu40;ktu41;ktu42;ktu43;ktu44;ktu45;ktu46;ktu47;ktu48;ktu49;ktu50;ktu51;ktu52;ktu53;ktu54;ktu55_1;ktu55_2;ktu55_3;ktu55_4;ktu55_5;ktu55_6;ktu55_7;ktu55_8;ktu55_9;ktu55_10;ktu55_11;ktu55_12;ktu55_13;ktu56;ktu57;ktu58;ktu59;ktu60;ktu61;ktu62;ktu63;ktu64;ktu65;ktu66;ktu67;ktu68;ktu69;ktu70;ktu71;ktu72;ktu73;ktu74;ktu75;ktu76;ktu77;ktu78;ktu79;ktu80;ktu81;ktu82;ktu83;ktu84;ktu85;ktu86;ktu87;ktu88;ktu89;ktu90;ktu90_1;ek1;ek2_1;ek2_2;ek3;ek4;ek5;ek6_1;ek6_2;ek6_3;ek6_4;ek6_5;ek6_6;ek6_7;ek7_1;ek7_2;ek7_3;ek7_4;ek7_5;ek7_6;ek7_7;ek8;ek9;ek10;ek11;ek12;ek13;ek14;ek15;ek16;ek17;ek18;ek19;ek20;ek21;ek22;ek23;ek24_1;ek24_2;ek24_3;ek25;ek26;ek27;ek28;ek29;ek30_1;ek31_1;ek32_1;ek33_1;ek34_1;ek35_1;ek36_1;ek37_1;ek38_1;ek39_1;ek40_1;ek41_1;ek42_1;ek43_1;ek44_1;ek45_1;ek46_1;ek47_1;ek48_1;ek49_1;ek50_1;ek51_1;ek31_2;ek32_2;ek33_2;ek34_2;ek35_2;ek36_2;ek37_2;ek38_2;ek39_2;ek40_2;ek41_2;ek42_2;ek43_2;ek44_2;ek45_2;ek46_2;ek47_2;ek48_2;ek49_2;ek50_2;ek51_2;ek52;ek53;ek54;ek55;ek56;ek57;ek58;ek59;ek60;ek61;ek62;ek63;ek64;ek65;ek66;ek67;ek68;ek69;ek70;ek71;ek72;ek73;ek74;ek75;ek76;ek77;ek78;ek79;ek80;ek81;ek82;ek83;ek84;ek85;ek86;ek87;ek88;ek89;ek90;ek91;ek92;ek93;ek94;ek95;ek96;ek97;ek98;ek99;ek100;ek101;ek102;ek103a_1;ek103a_2;ek103b_1;ek103b_2;ek103c_1;ek103c_2;ek104;bv1_1;bv1_2;bv2_1;bv2_2;bv3;bv4_1;bv4_2;bv4_3;bv5_1;bv5_2;bv5_3
2076;2;486;3;1965;1;0;1;1;4;2;7;2; ; ;5795,75594586367;18000,3128295432; ;5749,67245401322;1;8;1;2;35;40;41;46;30;28;36;39;32;34;40;34;36;36;7; ;9;8;9;8;9;9;9; ;8;8;8;8;8;8;9;8;8;8;8;1;8;1;8;1;8;1;9;1;9;1;9;9;9;9;9;9; ;9;9;9;9;1;9;1;10;1;10;10;10;10; ;10;9;8;8;8;8;9;10;10;9;9;9;8;7;9;8; ;8,29999995231626;8;8,39999997615816;7,89999997615816; ; ;9; ; ; ;9,39999997615816;9,5;1;1;1;10;9;8;9;8;8;8,7;8,7;5;6;6;6;5;4;32;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;42;4;3;2;3;0;4; ; ; ;0;0;1;0;0;0;0;0;3;2;2;1;2;2;4;1;2;2;5;2;2;3;3;5;2; ; ;1;3;4;1;1;2;1;2;2;2;3;1;4;4;4;4;3;4;2;2;3;2;3;4;3;3; ;1;2;2;2;3;1;3;3;3;3;3;3;2;1;2;1;2;3;1;2; ;2;2;1;1;2;4;2;5;1;5;3;3;1;3;5;2;5;3;3;2;2;5;3;2;2;4;1;4;4;3;5;5;2;2;1;3;1;1;1;2;1;2;1;1;2;1;1;2;2;2;1;23;14;21;12;11;11; ;4;41;4;0;1;9639,69100514151;4560,92018978326;19173,4236166123;1;0;1
2076;2;487;4;1965;1;0;1;2; ;2;3;4;2;6;1271,50072404902;3121,90429097857;1542,28328565206;6467,16214829802;2;8;1;2;38;39;36;34;42;40;43;48;31;37;32;35;40;41;4;8;8;9;9;9;9;9;8;9;9;8;9;9;8;8;8;8;8;9;9;1;8;1;8;1;8;1;9;1;8;1;9;9;9;9;9;9;9;9;9;9;9;1;9;1;8;1;9;9;9;9; ;8;9;9;9;9;9;9;9;9;8;8;9;9;9;8;9; ;8,39999997615816; ; ; ;8,5;8,39999997615816;8,59999990463258; ; ;8,59999990463258;8,89999997615816;8,79999995231626;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;21;3;4;4;5272,69149456837; ; ;1;0;0
2076;2;488;3;1965;2;0;1;2;4;2;4;4; ; ;2549,72896515651;10073,4476674857;2610,27661868265;8274,67779397988;2;8;1;2;38;36;33;34;30;31;40;41;31;37;28;34;34;34;7; ;7;7;7;8;6;7;8; ;7;7;7;8;8;8;8;7;7;7;7;2;6;2;7;2;7;1;6;1;6;1;6;7;7;6;6;5; ;7;7;7;7;1;8;2;9;2;8;7;7;6; ;6;6;8;7;7;7;8;7;6;6;6;6;6;6;6;6; ;7,19999998807905;6,89999997615816;7;7,5; ; ;7; ; ; ;7,39999997615816;7;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1;2;3;27;1;1;1;3;8;8;1;1; ; ; ; ; ;3;8;8;1;1;3;Parturi-kampaaja;0;16;1;0;0;0;0;0;0;0;0;0;1984;0;0;0;0;0;0;0;1;0;0;95;54;4;4;2;3;3;2;2;2;3;1;2; ;2;1;1; ;95;54;2;3;3;4;4;4;4;4;1;0;40;2;3;1;6;0;0;12;12;12;24;24;12;0;2;6;3;0;0;2;0;5;0;0;16;19; ; ; ;19;19;26;3;3;3;1;1;1;1;1;1;1;1; ;1;0;1;0;1;2; ; ; ;1;0;1;3;2;2; ; ; ; ; ; ;2;1;2;1;2;2;0;1;1;0;1;0;1;0;0;0;0;0;0;2;2;3;1;2;1;3;3;3;3;3;1;2;5;4;1;3;4;2;4;1;4;4;2;2;2;2;4;4;3;3;5;2;2; ; ;1;2;71;4;1;2;3;7;7; ; ; ;2;0;1;0;0;0;1;0;2;2;2;1;2;3;4;4;1;1;4;5;1;2;5;2;5; ; ;0;2;4;1;1;1;2; ;2;3;3;1;4;4;1;4;4;3;3;1;1;1;3;3;3;4; ;1; ;2;2;3;3;3;3;2;3;3;3;3;1;1;2;3;3;2;3; ;2;2;1;1;4;1;2;1;2;4;2;2;2;5;5;2;4;2;2;1;2;4;2;2;5;2;2;2;1;4;2;2;2;2;2;1;1;1;1; ;1;2;1;2;2;1;2;1;2;2;1; ;13;21;13; ; ;22; ; ;3;8;3;17649,98; ; ;1;1;1
2076;2;489;5;1965;2;0;2;1;2;2;7;2; ; ;5412,28747353143;13920,4101094399;222,008062929195;407,855721669164;1;8;1;2;39;36;46;42;50;38;37;36;35;42;40;43;44;43;7; ;9;9;9;8;9;9;9; ;9;9;8;8;9;9;9;9;10;10;10;1;9;1;10;1;10;1;10;1;10;1;10;9;9;9;9;9; ;9;9;10;10;1;9;1;9;1;9;10;9;9; ;9;8;9;9;9;10;10;10;10;9;9;10;9;10;9;10; ;8,69999992847442;8,69999992847442;9;8,89999997615816; ; ;9,39999997615816; ; ; ;9,59999990463258;9,5;1;1;1;8;10;10;9;9;10;9,3;9,3;5;6; ;6;6;6;35;6;1;2;1;1;2;4;40;2;3;1;5;3;1;4;4;4;3;1;2;5;5;3;1;4;4;5;Merkonomi;0;20;0;1;1;0;0;0;0;0;1989;1991;0;0;1987;0;0;0;0;0;1;0;0;24;42;4;4;2;3;1;4;3;1;2;1;4;4;1;4;1; ;33;42;2;3;2;4;4;2; ;5;3;0;3;2;3;1;2;0;0;12;27; ; ;27;12;1;3;2;3;0;0;2;0;2;0;0;20;22; ; ; ;19;23;26;3;3;3;3;1;3;3;3;1;1; ;975,489973476764;1;0;1;0;2;1;2;0;0;1;0;1;3;2;2; ; ; ; ; ;9;1;1;1;2;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;2;2;2; ;2;4;2;4;3;2;2;2;4;4;2;3;2;3;4;2;4;2;4;2;2;2;2;3;4;3;3;2;2; ; ;3;1;130;4;2;2;5;3;3; ; ; ;2;0;1;0;0;1;0;0;2;3;2;1;1;2;5;2;2;2;3;2;2;3;3;3;1; ; ;2;4;5;1;1;2;1;1;2;2;2;3;4;4;2;4;4;3;3;2;3;3;3;4;3;4; ;1;1;2;1;1;2;3;3;2;3;3;2;2;2;2;2;2;3;2;3; ;4;4;2;1;5;3;2;2;1;5;2;1;1;4;5;2;4;2;2;2;2;2;4;5;2;1;4;2;4;4;2;2;2;4;1;2;1;1;1;1;1;2;3;1;1;1;2;2;1;2;1; ; ; ; ; ; ;13;3;34;4;3;3;26264,73; ;4103,78;1;1;1
2076;2;490;3;1965;1;0;2;2;2;2;3;4;4;3;1769,3369863751;6472,20778609187;677,797343639889;4635,93200498509;3;8;1;2;35;22;45;32;39;43;38;35;35;36;34;44;37;36;3;9;9;9;9;9;10;8;9;9;9;9;8;9;8;9;8;9;8;9;9;1;9;1;9;1;9;1;9;1;10;1;9;8;9;10;9;9;9;9;9;8;9;1;9;1;8;1;9;10;9;9; ;9;10;8;7;8;9;9;9;9;8;8;8;9;9;9;9; ; ;8,09999990463258;8,39999997615816;8,59999990463258; ;8,79999995231626;8,89999997615816; ; ; ;9,29999995231626;9,39999997615816;1;1;1;7;7;8;7;7;8;7,7;7,5;4;3;4;4;4;3;22;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;93;4;0;1;7679,46072223259; ; ;1;0;0
2076;2;491;3;1965;2;0;1;1;2;2;3;4;3;7;1986,29941151045;7508,24541309478;839,25775304294;3790,45129866307;3;8;1;2;34;35;33;32;37;31;38;35;33;33;36;27;32;33;3;8;8;9;9;7;9;8;8;8;8;7;8;8;7;8;7;8;8;8;8;2;9;1;6;2;8;1;8;1;7;1;7;7;7;7;6;6;8;7;7;7;7;1;9;1;7;2;6;7;6;6; ;8;6;8;7;7;7;7;7;6;7;8;8;7;7;7;6; ; ;7,69999998807905; ;7,5; ;7,5;6,79999995231626; ; ;6,5;7,09999996423721; ;8;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3;1;5;5;18;1;1;1;3;8;4;3;1; ; ; ; ; ;3;8;4;3;1;3;Keittäjä;0;18;1;0;0;0;0;0;0;0;0;0;1985;0;0;0;0;0;0;0;0;0;0;91;53;4;4;0;1;3;2;3;2;2;2;2;1;4;1;7; ; ;93; ; ; ; ; ; ; ; ; ;1; ; ;3;1;3;0;0;12;12;60; ;60;12;2;2;0;2;0;0;1;2;0;0;0;18;20;22;25; ;16;20;26;1;2;3;3;1;1;1;1;1;1; ;252,281889692267;1;0;1;0;5;1;5;0;4;2;1;3;4;2;2;1;1;1;1;1;1;2;2;2;2;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;3;2;1;1;3;2;3;2;1;1;3;4;3;3;4;1;4;4;3;4;1;4;4;4;3;1;4;3;4;1;5;5;2;2; ; ;1;1;68;4;3;3;3;8;8; ; ; ;1;0;0;0;0;1;0;0; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3;5; ;1;1;2;1;1;2;2;2;3;4;4;4;3;3;3;4;3;2;4;3;3;3;4; ;1;1;2;2;2;2;3;3;3;2;2;2;3;2;2;3;3;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;51;3;8;4;13458,5660633766; ; ;1;1;1
2076;2;492;4;1965;2;0;0;1;4;2;3;4;3;7;2564,86587853804;6366,08120449466;2003,1182041566;5220,38504943884;3;8;1;2;47;35;42;39;42;31;35;35;32;34;34;35;39;40;3;9; ;8;9;9;8;8;8;9; ;8;8;8;8;8;8; ;7;7;7;1;6;2;8;2;8;1;8;1;7;1;8;8;8;8;9;8;9; ;6;6;7;1;7;2;8;2;8;6;8;8; ;8;8; ;8;8;7;8;9;9; ;8;8;8;8;9;9; ; ; ; ; ;7,89999997615816; ; ; ; ; ;8,39999997615816;8,39999997615816;1;1;1;5;5;6;7;7; ;7;6,8;3;2; ;1;2; ;7;1;1;2;4;,75;4;5;9;1;1;1;3;6;1;7;2; ; ; ; ; ;3;6;1;7;2;3;Yo (hieroja);0; ;1;0;0;0;0;0;1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;54;2;5;3;3;1;4;4;1;1;1;3;4;1;3;1; ;11;54;2;2;4;1;2;4;4;5;4;1;11;1;1;1;4;0;0; ;56; ; ;56; ;7;4;10;3;0;1;1;2;0;0;0;25;26;22;23; ;18;26;26;3;3;1;1;1;1;1;6;6;3; ;840,939632307555;1;0;1;0;4;1;5;0;3;2;1;3;5;2;2;1;1;1;1;2;5;2;2;2;3;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;1;1;2;2;4;2;2;2;3;4;4;4;4;2;4;3;4;4;2;4;4;2;2;2;2;4;4;1;2;4;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;52;3;6;5;6130,62; ; ;1;1;0
2076;2;493;2;1965;1;0;1;2; ;2;3;4;2;6;3200,61624056255;7571,65226137076;1929,11551651353;4649,89160288139;3;8;1;2;28;38;26;32;30;36;26;32;31;34;34;29;27;27;3;7;7;8;7;8;7;5;6;5;6;7;7;7;7;6;6;8;8;7;7;2;7;2;6;2;6;1;8;1;4;1;5;6;6;6;6;7;8;7;7;7;6;1;6;2;5;2;5;7;7;6; ;5;6;6;6;6;7;7;5;5;6;6;7;8;7;6;6;6,89999997615816;6,79999995231626;7,19999998807905;6,89999997615816;7,09999996423721; ;6;6; ; ; ;6,39999997615816;5,89999997615816;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;71;3;4;4;25359,880115646; ; ;1;0;0
2076;2;494;4;1965;1;0;1;2;3;2;2;4;3;3;3861,59479155629;4965,74852877611; ;2924,11528945983;2;8;1;2;31;36;33;32;43;40;40;34;33;36;24;28;34;36;3;7;6;6;5;5;5;5;5;7;6;7;5;5;6;5;5;7;6;5;5;2;5;3;5;3;5;1;5;2;5;2;5;7;7;7;7;5;7;7;7;6;6;1;5;2;4;2;4;6;5;5; ;5;5;8;8;7; ;6;5;5;7;8;7;5;6;6;5; ; ; ;7;6,59999996423721; ;6;5,79999995231626; ; ; ;5,5;5,19999998807905;3;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;99; ; ;4;12236,8489655602;6678,57437186014;11167,6783170443;1;0;2
2076;2;495;4;1965;2;0;1;2;2;2;4;3; ; ;5002,58168467118;11196,7748283222; ; ;2;8;1;1;24;32;39;38;37;35;24;31;27;29;28;27;26;28;2;8;7;7;7;7;7;8;7;8;7;7;7;7;7;7;8;7;6;6;6;2;5;2;6;2;7;1;6;1;6;1;6;8;8;6;8;8;8;7;7;8;8;1;6;2;6;2;8;8;7;7; ;7;7;7;8;8;9;7;8;8;7;7;8;8;6; ;8; ;7,5;7,39999997615816;7,5;7,79999995231626; ;7,39999997615816; ; ; ; ;8,09999990463258;7,59999996423721;1;1;1;7;5;6;7;7; ;7,6;7,4;4;2;2;1;2; ;10;1;3;1;5;,6;4;5;22;2;2;2;3;6;1;1;1;3;1;1;1;4;3;6;1;1;1;3;Perushoitaja;0;20;1;0;0;0;0;0;0;0;0;0;1987;0;0;0;0;0;0;0;0;0;0;10;44;4;4;3;2;1;4;4;2;3;1;4;4;1;3;7;1; ;93; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;0;0;12;24; ; ;24;12;0;2;0;3;0;0;1;2;2;0;0;20;22;21;25; ;22;22;26;3;3;3;3;3;3;1;1;1;6; ;0;2;187,361350078123;1;0;3;1;5;0;5;2;1;3;4;2;2;2;2;3;2;2;4;1;2;1;1;4;1;0;1;0;1;1;0;1;0;0;1;0;0;0;3;2;2;2;2;2;4;2;1;2;3;2;2;4;4;1;5;4;4;4;1;4;4;4;2;2;2;3;4;1;2;3;2;1; ; ;3;1;180;1;3;2;6;1;1; ; ; ;3;0;1;0;0;1;0;0;3;3; ;1;1;2;2;1;2;2;2;4;1;2;4;4;1; ; ;2;4;6;1;1;2;2;2;2;2;2;3;4;2;2;3;3;2;2;2;2;2;2;4;3;3; ;1;1;1;2;2;2;3;2;2;3;3;2;2;2;1;2;2;3;2;2; ;2;2;1;1;5;2;2;1; ;5;1;2;4;5;5;2;5;2;2;2;2;4;4;2;4;2;3;2;2;4;2;4;1;2;2;3;1;2;1;1;1;2;2;2;2;1;2;2;1;2;1;14; ;12;14;55;13; ;4;42;6;2;4;17999,4718899109; ;51532,780667807;1;1;1
